business_id	user_id	rating	comment	feedback	time_uploaded
VPqWLp9kMiZEbctCebIZUA	P-NZ1b9FDJQg2ui9n3qwzg	4	One of the best brunches hands down in Vancouver but be prepared to wait. I've been several times over the years usually when I have family or friends visiting and would highly recommend getting the lavender latte which they are famous for along with their homemade waffles. Sorry no gluten free<br>waffles yet but our waiter, Marcelo said he's hopeful one day they will offer a GF waffle option? Since I usually order the tagine (tomato stew with chickpeas, olives and comes with a small merguez aka - lamb sausage) and 2 poached eggs, which is a classic French Moroccan dish that exemplifies this restaurant's cuisine, and just the right amount of indulgence. But, as I wanted to change it up from what I typically order and wanted something lighter to save room for their waffle with the lavender latte to finish off a fabulous way to enjoy Sunfunday in this not so fun rainy weather. I ordered the Le Thon, ras el naout (Mediterranean rub) seared tuna with quinoa/greens and it was delicious. Even though, it was before 11am, Marcelo was kind enough to check with the kitchen if they could accommodate it earlier and they did (expressed my gratitude in his tip). Now for dessert, you choose from several dipping sauces (optional) for the waffle and my friend ordered the chocolate lavender sauce which complemented the lavender latte perfectly. My friends enjoyed what they ordered and you cannot go wrong as everything on their menu is on point. Tip, go early to put your name down.	{'funny': 0, 'useful': 0, 'cool': 0}	1/19/2020
VPqWLp9kMiZEbctCebIZUA	AHmlNSQmGZLC3Bc1jl-nsg	5	I LOVE MEDINA ! Everything on the menu is well prepared ... and the staff to a person is amazing ... plus great coffee ... I love Medina !!!!	{'funny': 0, 'useful': 0, 'cool': 0}	1/17/2020
VPqWLp9kMiZEbctCebIZUA	HhINiJt4HuDhnZ82D69MOg	5	We went here right before our flight out the city based on a recommendation from my cousin and we weren't disappointed! Brunch is BUSY so be prepared for a wait. They have a bar that turns over more quickly so it's not as bad for a pair coming in. We even had our luggage with us and they were happy to hold on to it for us. <br><br>We had the saumon fume and the cassoulet and both were delicious in different ways - one refreshing but filling and the other hearty and warm. I'd have trouble choosing if we went back because our existing choices were delish but also there were so many other interesting looking options! Lavender late was okay - the lavender could have been a bit stronger.	{'funny': 2, 'useful': 3, 'cool': 2}	1/8/2020
VPqWLp9kMiZEbctCebIZUA	I35c2J4HYOoyJREd2fI5dQ	4	Tried #Medina ,this famous breakfast place in Vancouver finally!!<br>Queue for almost 45 mins and finally get in!!<br>Tried their #LeComplet with my own choices of eggs<br>Love their sauce for the sirloin<br>Their toast is super crispy and I love it!<br>Another must try item is the waffle there! With your chosen sides... we had chosen the mixed berries! So yum!!!	{'funny': 0, 'useful': 0, 'cool': 0}	1/6/2020
VPqWLp9kMiZEbctCebIZUA	JW2KkVunSxaE17FjXQVWOg	5	Let me start out by saying that if you like to put delicious cocktails and dreams into your mouth, then this is the place for you.<br><br>They were very accommodating due to my large leg brace, and the staff was a delight. Especially our server, Charlotte!<br><br>She put up with all of my annoying questions, such as requesting to try their Bloody Mary mix before I ordered one (it's the former bartender in me)... it was tasty, but I am so glad that I went with the TwoOneTwo. It's a delightful cocktail with Gin, Green Chartreuse, Elderflower, Lemon and Basil. <br><br>Anyway, Charlotte was pleasant, helpful, and made our experience top-notch! (This is the point where you give her a gift basket or something!)	{'funny': 0, 'useful': 0, 'cool': 0}	1/6/2020
p5thThuUITUjAy8gS3sPMw	1Ub3QqppQjk9r13T0nysnA	4	I was first introduced to fabel at a fair during a cook presention. I liked the food so I have taken a few dates here. The staff is usually pretty nice, but I have had a server who didn't seem to care as much as we would have liked. Being a first date we wanted to get a couple drinks to lighten things up, but after our main order the server never really came back by. <br><br>That all said, I have had some great service and experiences overall. Giving a 4 because of the sometimes long walk and the bad experience.	{'funny': 0, 'useful': 0, 'cool': 0}	9/23/2020
p5thThuUITUjAy8gS3sPMw	6XRDTKMDttl6n37dudW-vw	1	From the moment we entered we had some concerns. The host was far too busy to greet us. She used a cloth with disinfectant for the table and chairs and then through the cloth into the same bucket to be reused.<br> Staff was not particularly well groomed. Both prep chefs/soups chefs behind the glass were not wearing hats Nor hair nets. <br>The food took too long to arrive and everyone else in the restaurant had been served. Our side salads were way over salted, Croque Royal was very greasy and the cheese used was very bland. Pulled pork sandwich was mediocre as was the brioche bread.	{'funny': 0, 'useful': 0, 'cool': 0}	9/20/2020
p5thThuUITUjAy8gS3sPMw	1QnyLOrba-K5LHeac78Ceg	2	My dinner here was really underwhelming. I came for the dine out option only to find out one of the desserts was not available as they were out of ingredients. The menu is really limited as expected but to be out of an option early in the dinner service in the middle of the week is sort of below par. And to make it worse the server didn't even mention it until she started taking our orders. I decided to go with the salmon entree which was very average. And to be honest I could get a much better variation of the same dish in multiple restaurants in Vancouver. Stick to the brunch.	{'funny': 0, 'useful': 0, 'cool': 0}	9/17/2020
p5thThuUITUjAy8gS3sPMw	6yKF5Jg7EXDWWmYk3AkChg	4	I couldn't ask for more on a slow night at the restaurant. They were about to close but accommodated us . We were very hungry but didn't wanted to eat heavy so we ordered chickpea fritters n beets salad. N omg... my best chickpea fritters ever. So heavenly fresh n soft to eat. Beet salad was even better. I guess the fresh ingredients flavoured so well. In fact there were many food items that i was tempted to eat but I didn't ( have to watch my big growing stomach)  <br><br>I forgot the name of my cocktail but it was delicious n refreshing. There are good deserts as well like cheesecake, toffee caramel truffle . Loved the ambience n decor inside. It was peck clean n all covid precautions were taken. Staff was very gracious n smiling. Would love to go back to try duck dish .	{'funny': 0, 'useful': 0, 'cool': 0}	8/12/2020
p5thThuUITUjAy8gS3sPMw	5OsbJsdh0QNG2AMpS3k1Ig	5	Amazing. Can I make a review that short? No? Okay I'll go on. The eggs benny is out of this world amazing. Sauce is perfectly acidic (hate a sauce that's just all fat with nothing to cut through it). This place is hyped up for damn good reason.	{'funny': 0, 'useful': 3, 'cool': 0}	4/14/2020
p5thThuUITUjAy8gS3sPMw	lHbThKsmKr5lgG0WOXXWmQ	5	Recommendations below!<br>100% make reservation<br><br>Pork Ribs<br>Special of the night: crispy Halibut salad <br>Fat tug Oysters<br>Chickpea fritters <br>Smoker Frazier Duck breast<br><br>They do switch up the menu because they are a farm to table restaurant which makes it nice since you can get a variety.<br>The alcohol is also farm to table so you will not find tour typical brand of hard liquor	{'funny': 0, 'useful': 0, 'cool': 0}	3/16/2020
p5thThuUITUjAy8gS3sPMw	0niOJRfKipRH4mlr4hIzGA	3	I was really excited about coming here because I've heard so much of it, however, the service was really slow and the food was mediocre. I got the eggs Benedict and it was nothing to rave about however, the hash browns were really good!	{'funny': 0, 'useful': 0, 'cool': 0}	3/3/2020
p5thThuUITUjAy8gS3sPMw	twMPmLyjPTuZyKpZQULUUA	5	We love fable , it's our number 1 restaurant to go to.. the food is amazing .. smaller portions but very high quality of ingredients so it's all worth the price ..	{'funny': 0, 'useful': 0, 'cool': 0}	3/1/2020
p5thThuUITUjAy8gS3sPMw	duyipL8HZ1RLwJGVubFD2A	5	Whoa! It's been a while .<br>And the wait was worth it. Now Vegan it's been hard to find a really good place for fancy pants dining . I am in love with this place. The food ..everything was perfect. And it's got everything from vegan , vegetarian and blood eaters alike ..<br>The dishes to start were the chickpea fritters..as for chickpeas and plant based eaters it's a happy marriage . They come as singles and I could have eaten that ×6 for a meal. And the roasted beets were so yummy . <br>They had a pasta special for vegans which has pesto and pea shoots on the plate. Fantastic .I love my greens .give me a plate full of greens I'm super happy . <br>My pescatarian loves ordered the salmon dish which also sounded amazing except the weird combination of chorizo in it(thought I should add that it shouldnt be on the same plate) could be missed if not paying attention. Not a surprise non-meat eaters would appreciate if eaten . <br>All in all it has a little bit for everyone .the prices are a little bit high but I would definitely be back for a date!	{'funny': 0, 'useful': 3, 'cool': 0}	2/24/2020
p5thThuUITUjAy8gS3sPMw	q9Vv578KOxtyPPb-BNf8ug	2	I should have listened to the JW Marriot concierge when they pretty much ignored my question when I asked about this restaurant.   This is what happens when you are hangry and you just want to eat.  If you are a regular eater, this place would be just fine for you but for those who are more critical and even want delicious healthy options then go somewhere else.  <br>I really dont eat unhealthy, processed food so my comment on the food is that it has no good quality healthy options. <br>The service is pretty lame, our server was like a zombie but the attitude changes when the bill is served.  The only good service we got is from the hostess.   The place is very loud.  Nothing special here for me.  I will not recommend, I regret I went and I will not be a return customer.	{'funny': 2, 'useful': 0, 'cool': 0}	1/10/2020
p5thThuUITUjAy8gS3sPMw	x3kLwLOWVaNEi-FG4-rKPg	5	Fable is my favorite restaurant in Vancouver--the food and drinks are superb, the staff and owner are friendly and attentive, and the atmosphere is cozy and classy. The seared gnocchi is our favorite dish, and their Old Fashions are amazing. It's best to book a reservation--while they do take walk-ins, it fills up fast. We got in by coming a few minutes before they opened at 5 pm.	{'funny': 0, 'useful': 0, 'cool': 0}	1/3/2020
p5thThuUITUjAy8gS3sPMw	3UZkHNH5h9O07SdcwQYVIA	5	Had dinner here 3 of the 4 nights I was visiting Kitsilano from Seattle. Occasionally I've found Yelp reviews to be overinflated when visiting other cities (looking at you, Portland) however Fable fully deserves the excellent reputation it's garnered.<br>Food: Favorite entree was a tie between the gnocchi with a double add pork belly and duck breast (seriously, order both!), closely followed by the steak. The steak's crispy potato was understated however the two cheese aligot (aka cheesy whipped potatoes) which also comes with this entree was my overall favorite side, so it balanced out.<br>Favorite appetizers were the duck meatball and tomato soup, beets were solid. The $3-4 appetizers were cute and flavorful. There is nothing I regret eating and all the price points are reflective of portion size. Overall I agree their pricing falls somewhere between $$(Yelp)-$$$(Google) but when you factor in the amazing quality relative to what you pay I agree with Yelp's classification of $$ for value.<br>Sat at the kitchen bar and enjoyed watching the plating. I like that the open kitchen concept since it helped me optimize for what to try for subsequent visits. I have no regrets about eating the gnocchi twice and duck/steak once during this trip. However if I come back next things I would order are the sablefish (I overlooked seafood but one table ordered this for 3 of their 4 entrees so going to assume they know something I don't) and get the duck again, only mildly curious about the rissoto or salmon although both looked beautiful.<br><br>Usually when I eat out, I straight up optimize for taste/value and am ambivalent to the dining experience but Fable delivered on that too, which I must begrudgingly admit won me over. The restaurant manager not only remembered me when I came back on the second evening, he remembered how I liked my water (I can barely get some places in Seattle to recognize me if I go in once every week, much less care about my preference for non-monetary items). Skipped a night eating there and when I came back, the hostess still remembered where I like to sit. Service throughout the meal was attentive without feeling intrusive, ambience/decor was very nice, I haven't worked in a restaurant before but this place generally seemed to have the dynamics of an engaged and high-functioning team (e.g. servers double-checking plated orders before delivering them to tables, everyone in the kitchen voicing their opinion on what keeps things running well on the back-end). There were also smaller interactions that made me feel like the staff genuinely cared whether I had a good experience (e.g. not blanket recommending the higher-priced or daily special when asked for their opinion between two entree options, I was explicitly reminded not to tip by % when my bill included a gift card). Hope I'll get to visit Vancouver again soon because this was the perfect spot to unwind and enjoy great food after a long day.	{'funny': 1, 'useful': 5, 'cool': 0}	12/16/2019
p5thThuUITUjAy8gS3sPMw	5H65tuVBCwDRWRqKQUDudg	5	The restaurant was crowded but had a great atmosphere. The menu was mainly breakfast/brunch. The service was efficient.	{'funny': 0, 'useful': 0, 'cool': 0}	12/2/2019
p5thThuUITUjAy8gS3sPMw	FRKO9bXsAoPtdriJFe_V8g	5	Came here for an evening dinner treat-myself sort of adventure and Fable did not disappoint! I arrived as a party for one mid week, so that likely made seating easy. The food was simply amazing. They pulled off a simple off-menu garden salad, (to much of the next table's surprise or envy) and I had a succulent smoked duck breast to follow. My server made sure I had a fantastic evening and needless to say, I will be holding them in high regards and back for more.	{'funny': 0, 'useful': 0, 'cool': 0}	11/16/2019
p5thThuUITUjAy8gS3sPMw	0Emtb2KZxPSZ6HrjowypMA	5	Came here for dinner and was blown away. The gnocchi was a highlight, a meal that will not be forgotten. Every flavour was hand picked and combined in such an amazing way, it was truly a treat. And at $24 I would vote it the best dinner in Vancouver for value.	{'funny': 0, 'useful': 0, 'cool': 0}	11/16/2019
p5thThuUITUjAy8gS3sPMw	Htw8346HodPbOZK4eEGM5w	4	"Came here for a brunch date on a Saturday around noon and got seated right away but we definitely got the last open seats in the restaurant, so if you're coming, be prepared that it starts getting crowded around then! <br><br>I liked how they have both sweet and savory options on their menu. They offer a variety of different eggs benedicts - we opted for their traditional eggs benny and their french toast! Both were good however, portion sizes were a little small for what you're paying.<br><br>Eggs benny was perfectly done - yolk was runny and flavor was good! I really liked these ""rostis"" thats on the side - its like a flattened tater tot - that crispy goodness :) <br><br>Their french toast was one thicc slab of bread topped with mascarpone cream, farm fresh berries, and candied walnuts. This dish was a little too sweet for my liking. I was really impressed with the bread/toast itself - it was very caramelized on the outside but the inside was very soft! Felt like we were eating dessert haha. <br><br>Their staff were kind and patient and helpful! Ambiance in the restaurant is definitely comfortable yet a little fancy and could do for a romantic meal too :)"	{'funny': 1, 'useful': 2, 'cool': 1}	11/12/2019
p5thThuUITUjAy8gS3sPMw	iVpdYI0U1o5dE7CkK5EUYg	5	The best salmon and gnocchi with pulled pork. Service is exceptional.Smores is also great.	{'funny': 0, 'useful': 0, 'cool': 0}	10/23/2019
p5thThuUITUjAy8gS3sPMw	iJR2GbT_fmlrBM8sBHdh2g	3	Went for brunch with friends and the food was ok - nothing really special. I got the steak and eggs and my friend got the eggs benedict. For $25 I was expecting my steak to be a lot bigger - I only got a few slices that was maybe 120g in total? I guess this is Vancouver pricing for ya. The service was fine.	{'funny': 0, 'useful': 0, 'cool': 0}	10/15/2019
p5thThuUITUjAy8gS3sPMw	BIYYQJkFcAnKpuCBkAHOXw	4	Good eats! The food was super fresh and the portions weren't overwhelming large. Enjoyed the handcrafted pasta which was some of the best I've ever had and we also tried the tomato soup accompanied by a grilled cheese, had a nice and crisp crust. My son had the fable burger and fries, he didn't care for it as it was over seasoned and ate about a quarter of it. Ambience was nice, small restaurant and dimly lit during the day. Offered a wine list however we didn't try as we were returning to work. Overall would recommend for those enjoying fresh and quality food!	{'funny': 0, 'useful': 0, 'cool': 0}	9/19/2019
p5thThuUITUjAy8gS3sPMw	GPDskOvUTkPu6FynM1KP3g	4	"There are many brunch spots on this stretch of 4th Ave., and Fable has to be one of the better options. They have recently expanded their menu to include frittatas and ""toasts"" (avocado, BLT, etc). I sampled the veggie frittata with creamy goats cheese, asparagus, and a healthy pile of greens on top, served with DELICIOUS potatoes rösti, a side of toast, and housemade raspberry jam. All of the components came together beautifully, and the rösti are more like sophisticated flattened tater tots (in the best possible way!). The darlings of the show in my book, along with that fresh raspberry jam.<br><br>Service was warm and efficient. The frittatas are listed as taking 20 minutes on the menu, but everything seemed to be served up with speed. The restaurant itself can seem a bit dark, especially if you're seated near the back, but all in all this was an experience worth repeating in my book. Total bill with tax and tip came out to about $20, which again is Vancouver's magic number for brunch or lunch (sans drinks)."	{'funny': 2, 'useful': 6, 'cool': 2}	9/8/2019
p5thThuUITUjAy8gS3sPMw	YNi5-HefwgK8VwOURRp7Aw	5	Delicious. Outstanding, inventive food. Very attentive and well informed staff. Definitely would recommend.	{'funny': 0, 'useful': 0, 'cool': 0}	8/31/2019
p5thThuUITUjAy8gS3sPMw	FMUKwLAN27nPzgmX6su0mA	5	"Fable Kitchen is a renowned Canadian restaurant run by Trevor Bird, and I must say that it is soaring at a higher level than any run-of-the-mill restaurant.  The wait is long to be seated at this establishment, however, because of its extraordinariness.  It might be good to make a reservation or to simply wait for some seats to open up by taking a  walk around the Kits commercial neighbourhood.<br><br>We ordered four of their evening dishes: chickpea fritter, ""canned tuna"", crispy pork ribs, and pan-seared gnocchi.<br><br>All of the dishes were exceedingly tasteful, elegant, and novel. The chickpea fritter appeared to be a simple falafel, but it was much, much more. A potato-like and crispy textures were complemented by its golden sauce and crisp, fresh herb toppings. It was gone in two bites, needless to say.  The ""canned tuna,"" was anything but--and I can't help but appreciate the effective and comedic use of irony here--consisted of fried bread and a gourmet fish dipping. The combination was a hit with us, and it was almost immediately eaten entirely--mostly by me. It was like eating luxury tuna on luxury rice (that's a good thing).  And I haven't even gotten to the ribs, but when I did it was gone in an instant. Whatever the sweet, nectar-like sauce was it was an addicting flavour that I couldn't get enough of. The basil surprisingly went well with the ribs and the tender, savoury beans were an excellent complement to the sweet, crispy ribs. Last but not least is the gnocchi. It is indeed non-traditional, but it is exceptional that it melts away any expectations. It pairs excellently with the smooth, white cream and the yellow squash purée to form a triage of comfort and indelible soothing softness.  To round out an already wholesome dish, soft pumpkin seeds and seared kale are added to the fray to complete this dish. <br><br>This was my first time at Fable, so I was not expecting anything, yet I was blown away by this culinary experience.  Not only was the food great, but so was the service. Not to mention the washroom was clean and spacious with some subtle lighting--perfect for one of those ""bathroom selfies""... Of course, the restaurant itself is great for photos as the wooden beams and red brick make for a vibrant background.<br><br>I'll still rate this as five stars because of the masterful food. The portions are surprisingly ""French-sized"", i.e., smaller than what will sate a person with a hearty appetite.<br><br>I look forward to trying Fable again, with bated breath."	{'funny': 0, 'useful': 1, 'cool': 0}	8/27/2019
p5thThuUITUjAy8gS3sPMw	NQ9SmPpfqh-sZRdVauMd5w	2	"We came all the way from Port Coquitlam as we had heard such good things.  Perhaps it was just a bad night in the kitchen? Luckily we arrived prior to the table of 16.  Water was served immediately but our fabletini's arrived very late, after our first appy was 1/2 finished.  The Fabletini was delicious and not sweet.  I don't know if restaurant has a dedicated bar tender as I saw her also bringing food to the tables, perhaps this is why it took so long to get our drinks.  Our first appy, canned tuna, was OK but nothing to write home about.  The bread that it came with actually had more taste.  The second appy came from the daily specials and was 4 deepfried oysters with tartar sauce $5 each:  This was excellent.  I ordered the BC Halibut which I believe came with short ribs.  The Halibut was overcooked and very dry.  The risotto with peas was more peas than risotto and it was swimming in ""water"", not at all like pictures I've seen with a brown sauce, you would need a spoon to eat it as it was more like a soup.  I've never had such bad risotto.  The unidentifiable meat was hard, dried out and chewy. I make very moist, falling apart short ribs which these small ( very small) chunks were not! I have to laugh as the meat actually looked like ""hard turds"" in the bowl.  I exchanged my meal with my husband as I wouldn't have been able to finish it as it was unappetizing and lacking in seasoning, needed salt or something.  The other meal was off the specials list which was a ragu with rabbit, beef and another meat.  The  pasta with the ragu was supposed to be a rigatoni but my husband substituted for another pasta.  The ragu was tasty but the pasta was overcooked. The ragu was a much better option though then Fables take on surf 'N turf.  Dessert was Lemon Meringue parfait which was tasty, sweet and tart.  I ordered a Montecristo coffee which was well made but the restaurant doesn't have whipping cream so I had to have coffee cream in it.  I would bring my own wine and pay a corkage fee. The wine that I ordered, Sage Hill Pinot Gris was not available.  The restaurant was not full as there were empty tables and the bar emptied out about 8:30.  They do tell you that you have 2 hours to complete your meal when making a reservation."	{'funny': 0, 'useful': 0, 'cool': 0}	8/25/2019
p5thThuUITUjAy8gS3sPMw	f3LWoSyvPmma3tAD5dcgXQ	5	This turned out to be a blessing in disguise.  Our initial yelp find had us in a long line so 2 of us stayed and 2 went to check out another option.  No wait and farm to table....done deal.  The service was very friendly and the server provided suggestions.  Had my first Ceasar (Canadian form of Bloody Mary...loved the seasonings and flavor). The food we ordered made each person eager to share a piece of their meal ... and each taste supported another reason to come back another time.  1) pork shoulder Bennie....cornbread was the base, the hollaindaise amazing, the pork moist and flavorful,  it had some barbeque sauce which I was hesitant about but it worked!  2) Wes's meatball skillet reminded me of the meatball shop in NY....meatballs moist and tasty with the Italian flavors in the sauce as an added bonus. 3) our sweet tooth son had his French toast which was enjoyed by all...no syrup needed.  4) Johnny cakes was similar to mine except my daughter's pancakes had a cornmeal base...it was oh so moist and had the softness of a pancake.  There was that tasty shredded pork on top..yum yum.  Would we come back?  A definite yup yup.	{'funny': 0, 'useful': 1, 'cool': 0}	8/19/2019
p5thThuUITUjAy8gS3sPMw	hK8pYc3Og0VaFCTM6fJ1xg	5	It was such a treat coming to spend the evening in Kits with some life long friends. We planned to have dinner before the fireworks and we're thrilled when we were able to get a spot at Fable last minute! <br><br>The restaurant from the exterior doesn't look like anything special but walking just a few steps inside confirmed that this reservation was a good choice. We walked past the bar in front of the open kitchen and I cannot lie I was a little envious of their seats!! I love cooking and sitting there would have been a dream watching them put out all of those plates of pure pleasure. Haha we did keep walking though, our table was at the back of this intimate and simple modern farmhouse restaurant. <br><br>Our waiter was funny, engaging and efficient. He had a great knowledge of the ingredients used in the menu that is developed from a farm to table concept. I love this type of cooking so it was super enjoyable hearing the great attention to providing food that was as equally delicious as it was fresh and local. <br><br>The drink menu has something for everyone, our husbands don't drink alcohol so having some really creative non-alcoholic beverages was really well received. Haha as was the knowledge our server had of the wine menu, as us girls did enjoy a glass of wine with our meals!<br><br>The food was very satisfying! The freshness, the creativity, the presentation, the flavour profiles all bang on! <br><br>Thank you Fable for lending us a seat for such an enjoyable night of great food, laughter and conversation. We will highly recommended and hope to be back soon!	{'funny': 2, 'useful': 3, 'cool': 1}	8/8/2019
p5thThuUITUjAy8gS3sPMw	IOmvfNALWe47h5exBufvqA	4	Fable has been on my list for a long time and I'm disappointed it has taken me so long to try it out! I love that they support local farms and get fresh ingredients daily. They even have a rooftop garden to grow some of their own ingredients. <br>We came here for my birthday dinner and were greeted quickly by the hostess. They have an open kitchen right at the front with bar seating as well as regular tables in the back. <br><br>We were told by the server that their dishes are meant to be family style which for me is the most ideal for trying a bit of everything. <br><br>OYSTER FISH & CHIPS - Each order is only 1 piece of a medium sized beer battered fried oyster on tartar, topped with mini french fries. It was a perfect spoonful of deliciousness. The batter was light and the tartar was a refreshing balance. <br><br>ROOFTOP SERRANO PEPPERS - This appy was quite large for the 2 of us. There were about 16 small roasted peppers in a white foam, topped with some chicharron. The spiciness of peppers are always a surprise but don't worry these range between a little sweet to mildly (2/10) spicy. <br><br>SMOKED DUCK BREAST - Perfectly cooked tender duck breast with roasted parsnip, duck confit croquette and cabbage. The croquette tasted more like a carrot, potato croquette however. <br><br>BC HALIBUT with SHORT RIB  on pea risotto, miso and halibut dashi. This dish was my least favourite because the halibut was overcooked. The halibut was pan fried, leaving the outside crispy but the inside dry. There were only a few small pieces of short ribs but they were quite tender. The pea risotto with the dashi was tasty even with so many peas in it! <br><br>Overall a wonderful birthday dinner.	{'funny': 0, 'useful': 0, 'cool': 0}	8/2/2019
p5thThuUITUjAy8gS3sPMw	FF60Mad4dxeOpZlj-G4hzQ	5	A fantastic spot for a bite to eat. Hollondaise sauce on the eggs benny was to die for! A cozy homey atmosphere with a fairly small local selection makes this place an absolute gem. The wait for food can be a little bit high if you arrive at opening, but the quality of food more than males up for it!	{'funny': 0, 'useful': 0, 'cool': 0}	7/31/2019
p5thThuUITUjAy8gS3sPMw	E2N2ku_gqr6I3g59254Nyg	5	Fantastic restaurant. Our meal was delicious and thoughtfully prepared. The service was equally excellent. Highly recommend.	{'funny': 0, 'useful': 0, 'cool': 0}	7/20/2019
p5thThuUITUjAy8gS3sPMw	CZTnYFMqq_dd910yWRI2AQ	5	I am personally a huge fan of Fable. My favourite go-to dish is the gnocchi- it is absolutely amazing ! It has such great flavour, and the texture is to die for. They used to serve it with pulled pork, which I miss dearly because personally I believe it combined much better than the pork belly. <br>Their chickpea fritters are another one of my favourites- everything is so perfectly balanced out- the garnishes (pickled onion and sprouts) compensate for the heaviness of the frying. And the sauce is absolutely delicious. <br>You can always count on Fable for everything to be perfectly cooked (Like their poached eggs ! Always and Instagram-worthy ooze when you cut into it),<br>There are only two downsides that I can think of. The first might be the fact that it's on the pricier side, but the quality of the ingredients and the effort and detailing given to the preparation of the food make the cost understandable. The second is that sometimes in terms of flavour, the dishes your order (if you try to switch it up from what you usually order) might be a little hit and miss, but this is probably due to the fact that everyone has different flavour preferences. There are so many specials and the menu rotates so often and changes so often that sometimes you might fall in love with a dish just for it to disappear a few months later (*insert broken heart emoji*), but at least this really demonstrates how they focus on having the freshest most in-season ingredients and that they're constantly focused on finding and showcasing the best flavours.	{'funny': 0, 'useful': 1, 'cool': 1}	6/18/2019
p5thThuUITUjAy8gS3sPMw	KPeAdbweISWL4UoBwcbWMA	5	One of the best meals we had all week while staying in Vancouver.  The drinks were great.  The gnocchi was amazing and the steak was outstanding.  The focaccia bread was delicious.  The service was wonderful.  Claude was so passionate about explaining the dishes.  It was hard to choose.  I would definitely come back here and highly recommend it!!!	{'funny': 0, 'useful': 0, 'cool': 0}	6/14/2019
p5thThuUITUjAy8gS3sPMw	mtt1SP3juQBdUVQHheuRpw	4	I came here for brunch this weekend with my partner. We both tried their special and it was superb. Service was good and like Heather T. mentioned, a bit frazzled but friendly.	{'funny': 0, 'useful': 0, 'cool': 0}	6/3/2019
p5thThuUITUjAy8gS3sPMw	7gwBTFMb9vGoFLI-7ZJLhw	4	price is a little bit higher than I expected. but food was good. Somehow, the service was slow. We wait for 1hr to get our brunch. But good taste is always the most important!	{'funny': 0, 'useful': 0, 'cool': 0}	4/27/2019
p5thThuUITUjAy8gS3sPMw	q_j2C-LfpINfs6hNOJ5hig	1	I just had lunch here with my coworkers and the food was very disappointing. The portion is very small. The food is tasteless. The wait is long. The price is expensive. I won't ever come back	{'funny': 0, 'useful': 0, 'cool': 0}	4/26/2019
p5thThuUITUjAy8gS3sPMw	286b-WzA7PWiBzWzbljMnw	5	Cute little place for brunch. My boyfriend and I came here on a Sunday and there was a wait at around noon. We both ordered bennies. Our server was a little frazzled but was super friendly. <br><br>Good service and good food. Super busy on the weekends so I'd recommend going a little earlier if you can!	{'funny': 0, 'useful': 1, 'cool': 1}	4/15/2019
p5thThuUITUjAy8gS3sPMw	9r0s8gE1HffgYukxG1Qrxg	4	Good food. The Brussels sprouts were good for an appy. I had a tasty salmon. It's a bit fancy for a quick bite, but very nice for dinning out. Service was very good.	{'funny': 0, 'useful': 0, 'cool': 0}	4/10/2019
p5thThuUITUjAy8gS3sPMw	P8QnAQEUQo-sN0CzR9zWZg	5	Fantastic restaurant. <br><br>I would would recommend it. The staff is great and very responsive. They strive to keep their customers happy and ultimately I was very impressed.	{'funny': 0, 'useful': 0, 'cool': 0}	4/8/2019
p5thThuUITUjAy8gS3sPMw	W1bDcEKI1SkRAfLDcNDnFA	5	WOW! What a hidden gem! So happy to have found this place for a late breakfast while visiting Vancouver and Granville Island.  My friend and I both agree that this restaurant had the best Eggs Benedict we have ever had! The potatoes were cooked perfectly! They were not greasy at all! Staff was super friendly. Highly recommend even if you have to wait!	{'funny': 0, 'useful': 0, 'cool': 0}	4/4/2019
p5thThuUITUjAy8gS3sPMw	hQG5XXlUZK3T9dQgTixl_A	4	"Went to fable on Sunday morning for brunch and didn't have to wait for a table. Service was very very nice and fast. This is definitely a ""fancier"" brunch place. So it is a little bit more pricey but they present their food like it's a high end restaurant and fable means farm to table which means that they source everything from local farms. I got the farmers muffin which I did enjoy with a side of bacon. I did liked their black peppered jam it was complimented the sausage so we'll. Their potatoes were nice and crispy and soft in the inside.  Portions are small(for guys mostly), my boyfriend left still hungry, I felt satisfied, not overly full but it was a good enough portion for me"	{'funny': 1, 'useful': 1, 'cool': 1}	3/31/2019
p5thThuUITUjAy8gS3sPMw	_efP61KpqeC9K4TX0aqwyw	4	We stopped for lunch here on our way out of town after the husband read some great reviews. We just popped in hoping there would be a place for us and they did a great job accommodating us. The restaurant has a fun vibe with an awesome and unique chandelier in the center and interesting art on the walls. The whole restaurant is pretty small including the dining area, a tiny little open kitchen, and a couple small bathrooms in the back. They do a good job with the space though and have lots of nice seating. <br><br>Our server was really nice and attentive. They have some gluten free options on their menu and she was able to point me in the right direction. The husband can never turn down a grilled cheese, the little boy inside him wins every time. He was all smiles on the other side of the table as it disappeared so I think it was pretty spot on. I had the burger lettuce wrapped and it was good. <br><br>We had nice service and a quick and pleasant lunch before heading back to the Seattle area.	{'funny': 1, 'useful': 0, 'cool': 2}	3/31/2019
